tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2006,4,99.82,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,65830,0.28,89.64,75,0.62,200,0.05,0.0006,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20064303253221119393WN
Table 5,1997,1,79.71,30466,34614,"Phoenix, AZ","Salt Lake City, UT",19393,WN,64860,0.54,69.59,75,0.71,125,0.14,0,"Phoenix, AZ
(30.406931, -87.217578)","Salt Lake City, UT
(40.758478, -111.888142)",19971304663461419393WN
Table 5,2000,2,78.06,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19977,UA,17380,0.22,91.79,75,0.37,125,0.27,0.02,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20002345703245719977UA
Table 5,1998,1,70.38,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",20355,US,23030,0.18,78.39,75,0.6,100,0.28,0.0087,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19981324673319520355US
Table 5,1997,4,245.96,30977,34100,"Chicago, IL","Philadelphia, PA",19977,UA,74170,0.44,268.11,100,0.12,450,0.21,0.46,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)",19974309773410019977UA
Table 5,1998,1,73.4,34570,33570,"Reno, NV","San Diego, CA",19994,QQ,26200,0.58,75.91,75,0.6,125,0.16,0.0027,"Reno, NV
(30.177159, -95.162771)","San Diego, CA
(32.71576, -117.163817)",19981345703357019994QQ
Table 5,2002,1,76.53,32211,34570,"Las Vegas, NV","Reno, NV",19393,WN,104400,0.97,76.44,75,0.53,125,0.37,0.0003,"Las Vegas, NV
(36.169202, -115.140597)","Reno, NV
(30.177159, -95.162771)",20021322113457019393WN
Table 5,2008,4,322.82,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,9490,0.47,329.01,125,0.05,675,0.11,0.34,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20084331053165019790DL
Table 5,2014,4,261.12,31295,34492,"Detroit, MI","Raleigh/Durham, NC",19393,WN,3490,0.12,211.09,175,0.21,325,0.05,0.0029,"Detroit, MI
(42.332916, -83.047853)","Raleigh/Durham, NC
(42.673348, -72.179683)",20144312953449219393WN
Table 5,2014,1,276.32,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19790,DL,15650,0.64,306.09,175,0.06,400,0.05,0.09,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20141316503069319790DL
Table 5,1998,3,75.19,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",19805,AA,8290,0.13,83.7,75,0.51,150,0.08,0.0048,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Midland/Odessa, TX
(31.997433, -102.078043)",19983301943315819805AA
Table 5,2021,2,205.84,30140,33570,"Albuquerque, NM","San Diego, CA",19805,AA,1900,0.1236,237.19,150,0.1368,350,0.0526,0.0474,,,20212301403357019805AA
Table 5,2012,4,110.32,34057,31884,"Portland, OR","Spokane, WA",19930,AS,31230,0.63,116.86,75,0.19,200,0.11,0.01,"Portland, OR
(45.516018, -122.681425)","Spokane, WA
(47.658999, -117.425022)",20124340573188419930AS
Table 5,2011,1,90.82,31638,32211,"Fresno, CA","Las Vegas, NV",19977,UA,6170,0.28,92.47,75,0.58,150,0.06,0.01,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20111316383221119977UA
Table 5,2015,1,271.31,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19977,UA,3410,0.17,296.42,125,0.07,275,0.05,0.24,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20151319863170319977UA
Table 5,1997,2,67.82,32575,33570,"Los Angeles, CA (Metropolitan Area)","San Diego, CA",19805,AA,7220,0.38,67.5,75,0.8,100,0.11,0.0097,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Diego, CA
(32.71576, -117.163817)",19972325753357019805AA
Table 5,2000,2,77.72,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,WN,62700,0.8,77,75,0.48,100,0.5,0,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20002301943289619393WN
Table 5,1997,1,79.94,30140,30615,"Albuquerque, NM","El Paso, TX",19393,WN,14040,0.81,82,100,1,100,1,0,"Albuquerque, NM
(35.084248, -106.649241)","El Paso, TX
(31.76006, -106.492257)",19971301403061519393WN
Table 5,2000,1,240.41,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",19704,CO,35100,0.6,277.32,100,0.09,525,0.13,0.4,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20001307213064719704CO
Table 5,2001,1,204.7,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",20355,US,12670,0.58,202.84,75,0.05,150,0.12,0.31,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20011307213366720355US
Table 5,1998,3,248.51,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",20355,US,54320,0.95,249.14,75,0.05,350,0.36,0.66,"Charlotte, NC
(35.222936, -80.840161)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",19983310573085220355US
Table 5,2000,4,243.43,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",19704,CO,97290,0.72,270.46,100,0.21,550,0.15,0.38,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20004306473170319704CO
Table 5,2000,1,272.04,30325,34653,"Denver, CO","Tulsa, OK",19977,UA,12400,0.75,289.12,100,0.05,550,0.16,0.39,"Denver, CO
(39.738453, -104.984853)","Tulsa, OK
(61.096484, -160.967455)",20001303253465319977UA
Table 5,2007,3,87.82,34057,31884,"Portland, OR","Spokane, WA",19393,WN,35220,0.6,82.24,75,0.43,125,0.25,0,"Portland, OR
(45.516018, -122.681425)","Spokane, WA
(47.658999, -117.425022)",20073340573188419393WN
Table 5,2000,3,232.09,31453,33244,"Houston, TX","Memphis, TN",19386,NW,6160,0.4,256.05,125,0.11,425,0.23,0.34,"Houston, TX
(29.760803, -95.369506)","Memphis, TN
(35.143378, -90.052136)",20003314533324419386NW
Table 5,1996,3,234.3,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,32810,0.9,236.36,100,0.21,425,0.08,0.44,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19963331983165019386NW
Table 5,2014,3,279.77,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",20416,NK,9240,0.15,95.42,75,0.35,175,0.12,0.0011,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20143312953165020416NK
Table 5,1996,4,77.72,30713,34614,"Boise, ID","Salt Lake City, UT",19790,DL,10580,0.74,78.09,75,0.49,100,0.43,0.0019,"Boise, ID
(43.597772, -83.884521)","Salt Lake City, UT
(40.758478, -111.888142)",19964307133461419790DL
Table 5,2001,4,224.13,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",20211,TW,14460,0.33,225.09,75,0.15,450,0.1,0.48,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20014316503112320211TW
Table 5,1998,4,74.96,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,61790,0.7,76.35,75,0.27,100,0.65,0.0015,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",19984305593188419930AS
Table 5,2011,1,284.09,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",20355,US,21690,0.58,317.43,125,0.15,725,0.1,0.3,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20111309943085220355US
Table 5,1998,2,229.6,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19790,DL,9440,0.43,249.67,125,0.1,450,0.16,0.3,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",19982301943304419790DL
Table 5,1996,3,220.36,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",20355,US,22030,0.87,227.37,125,0.08,350,0.06,0.0082,"Dayton, OH
(39.760982, -84.192203)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",19963312673085220355US
Table 5,2012,3,275.11,30977,34524,"Chicago, IL","Richmond, VA",20355,US,6040,0.17,248.49,200,0.25,300,0.09,0.01,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20123309773452420355US
Table 5,2004,1,92.5,30977,33044,"Chicago, IL","Louisville, KY",19805,AA,7870,0.16,112.82,75,0.13,150,0.05,0.05,"Chicago, IL
(41.775002, -87.696388)","Louisville, KY
(38.256078, -85.751569)",20041309773304419805AA
Table 5,2003,4,75,33195,34027,"Tampa, FL (Metropolitan Area)","West Palm Beach/Palm Beach, FL",19393,WN,18520,1,75,75,0.34,100,0.65,0,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",20034331953402719393WN
Table 5,2005,1,80.97,30977,32337,"Chicago, IL","Indianapolis, IN",19393,WN,9120,0.29,71.63,75,0.35,100,0.64,0,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20051309773233719393WN
Table 5,1998,3,242.15,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19704,CO,13550,0.12,221.1,100,0.14,400,0.23,0.35,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19983310573170319704CO
Table 5,1999,1,245.29,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19386,NW,15260,0.43,241.78,100,0.14,375,0.32,0.47,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",19991316503112319386NW
Table 5,2005,4,94.6,30977,33044,"Chicago, IL","Louisville, KY",19977,UA,6990,0.12,125.01,75,0.17,225,0.06,0.04,"Chicago, IL
(41.775002, -87.696388)","Louisville, KY
(38.256078, -85.751569)",20054309773304419977UA
Table 5,2001,1,242.94,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",20355,US,11150,0.6,241.35,75,0.1,475,0.06,0.42,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Richmond, VA
(37.540759, -77.433932)",20011307213452420355US
Table 5,2004,1,314.82,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",20355,US,21920,0.94,314.86,100,0.05,450,0.09,0.62,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20041301983085220355US
Table 5,2004,4,85.81,34057,34570,"Portland, OR","Reno, NV",19393,WN,38490,0.9,83.57,75,0.52,125,0.23,0,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20044340573457019393WN
Table 5,1997,1,268.78,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19386,NW,16050,0.7,279.67,125,0.1,425,0.23,0.46,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19971306473165019386NW
Table 5,2008,1,225.41,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",19977,UA,4820,0.12,245.86,100,0.14,500,0.06,0.28,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20081309943085219977UA
Table 5,2005,2,93.18,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",19704,CO,6550,0.24,104.98,75,0.22,175,0.06,0.0061,"Houston, TX
(29.760803, -95.369506)","Jackson/Vicksburg, MS
(30.325968, -81.65676)",20052314533244819704CO
Table 5,2005,1,74.68,30529,34100,"Hartford, CT","Philadelphia, PA",20355,US,10490,0.5,84.18,75,0.78,75,0.78,0.01,"Hartford, CT
(41.765775, -72.673356)","Philadelphia, PA
(39.951061, -75.16562)",20051305293410020355US
Table 5,1996,2,96.14,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",20060,WV,11250,0.33,72.03,75,0.69,125,0.09,0,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",19962311363246720060WV
Table 5,1997,3,234.69,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",19805,AA,15770,0.79,240.11,100,0.18,475,0.12,0.36,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Omaha, NE
(46.07035, -93.666319)",19973301943331619805AA
Table 5,2003,1,296.76,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19386,NW,8100,0.48,299.68,125,0.2,600,0.05,0.31,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20031331053165019386NW
Table 5,2000,4,236.95,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19805,AA,15440,0.56,240.6,100,0.1,475,0.08,0.31,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",20004301943324419805AA
Table 5,2006,3,90.33,30140,30466,"Albuquerque, NM","Phoenix, AZ",19991,HP,14040,0.13,94.56,75,0.39,125,0.29,0.01,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20063301403046619991HP
Table 5,1997,3,79.2,31123,34653,"St. Louis, MO","Tulsa, OK",20211,TW,6140,0.31,101.7,75,0.22,150,0.05,0.04,"St. Louis, MO
(38.630276, -90.200309)","Tulsa, OK
(61.096484, -160.967455)",19973311233465320211TW
Table 5,1996,3,90.05,33214,34653,"San Antonio, TX","Tulsa, OK",19805,AA,2250,0.15,105.05,75,0.45,150,0.06,0.03,"San Antonio, TX
(29.425173, -98.494599)","Tulsa, OK
(61.096484, -160.967455)",19963332143465319805AA
Table 5,2004,4,96.1,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,13720,0.25,132.55,75,0.09,175,0.09,0.05,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20044324673145419805AA
Table 5,1996,1,266.27,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,3840,0.3,273.67,75,0.17,375,0.2,0.54,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",19961309773207019805AA
Table 5,2006,3,231.63,30977,31871,"Chicago, IL","Greenville/Spartanburg, SC",19805,AA,5520,0.35,231.7,150,0.09,450,0.07,0.0091,"Chicago, IL
(41.775002, -87.696388)","Greenville/Spartanburg, SC
(44.513288, -88.013256)",20063309773187119805AA
Table 5,2004,3,85.99,30713,34614,"Boise, ID","Salt Lake City, UT",19393,WN,10820,0.55,81.57,75,0.45,125,0.36,0,"Boise, ID
(43.597772, -83.884521)","Salt Lake City, UT
(40.758478, -111.888142)",20043307133461419393WN
Table 5,2002,2,282.82,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19386,NW,47070,0.88,298.88,100,0.05,575,0.08,0.44,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20022312953165019386NW
Table 5,1996,4,88.09,30189,33198,"Colorado Springs, CO","Kansas City, MO",19977,UA,4250,0.23,105.58,75,0.52,200,0.07,0.07,"Colorado Springs, CO
(38.835224, -104.819798)","Kansas City, MO
(39.099792, -94.578559)",19964301893319819977UA
Table 5,1997,3,77.08,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",19805,AA,36250,0.21,86.22,75,0.4,150,0.09,0.0088,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19973304233019419805AA
Table 5,2005,4,98.84,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",19704,CO,75990,0.2,100.16,75,0.21,150,0.08,0.0089,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Houston, TX
(29.760803, -95.369506)",20054301943145319704CO
Table 5,2005,4,250.41,31295,33342,"Detroit, MI","Milwaukee, WI",19386,NW,18050,0.93,253.24,100,0.07,450,0.07,0.48,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20054312953334219386NW
Table 5,2007,1,96.56,34057,34570,"Portland, OR","Reno, NV",19393,WN,33010,0.81,95.94,75,0.08,150,0.17,0.0003,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20071340573457019393WN
Table 5,2002,1,252.13,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,DL,17010,0.66,256.42,100,0.06,400,0.11,0.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)",20021303973105719790DL
Table 5,1998,1,240.16,31066,34100,"Columbus, OH","Philadelphia, PA",20355,US,22850,0.75,248.81,100,0.05,400,0.25,0.44,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",19981310663410020355US
Table 5,1998,1,240.29,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",20355,US,23950,0.56,249.15,100,0.1,325,0.38,0.44,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",19981317033452420355US
Table 5,1996,3,77.72,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",19393,WN,35830,0.69,71.65,75,1,75,1,0,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Little Rock, AR
(34.748745, -92.275105)",19963301943260019393WN
Table 5,2000,4,78.77,34057,34570,"Portland, OR","Reno, NV",19393,WN,36880,0.83,77.13,75,0.6,125,0.22,0.0008,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20004340573457019393WN
Table 5,2005,1,98.8,31140,31453,"Corpus Christi, TX","Houston, TX",19393,WN,14870,0.62,97.66,75,0.12,125,0.76,0,"Corpus Christi, TX
(27.796416, -97.404131)","Houston, TX
(29.760803, -95.369506)",20051311403145319393WN
Table 5,2011,3,115.38,30325,34614,"Denver, CO","Salt Lake City, UT",20436,F9,35980,0.29,98.65,75,0.38,150,0.22,0.01,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20113303253461420436F9
Table 5,2000,3,270.03,33244,31650,"Memphis, TN","Minneapolis/St. Paul, MN",19386,NW,13890,0.77,306.84,125,0.09,525,0.13,0.33,"Memphis, TN
(35.143378, -90.052136)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20003332443165019386NW
Table 5,1996,3,65.93,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19994,QQ,10070,0.15,66.56,75,0.89,100,0.1,0.006,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19963345703245719994QQ
Table 5,2000,2,261.24,30529,30198,"Hartford, CT","Pittsburgh, PA",20355,US,20440,0.94,263.31,75,0.1,475,0.1,0.51,"Hartford, CT
(41.765775, -72.673356)","Pittsburgh, PA
(40.442169, -79.994945)",20002305293019820355US
Table 5,1997,3,77.05,32211,30436,"Las Vegas, NV","Tucson, AZ",19994,QQ,11500,0.54,73.43,75,0.54,100,0.41,0.0035,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19973322113043619994QQ
Table 5,2014,2,315.56,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19393,WN,3530,0.12,264.89,200,0.16,400,0.07,0.0028,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20142306473165019393WN
Table 5,2006,4,79.95,30713,31884,"Boise, ID","Spokane, WA",19930,AS,8760,0.23,85.14,75,0.45,125,0.24,0.0023,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20064307133188419930AS
Table 5,1998,3,261.39,31295,30529,"Detroit, MI","Hartford, CT",19386,NW,13970,0.72,250.51,75,0.05,400,0.32,0.48,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",19983312953052919386NW
Table 5,1996,2,76.84,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",19991,HP,19500,0.28,102.41,75,0.35,175,0.05,0.03,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tucson, AZ
(35.167852, -103.726151)",19962325753043619991HP
Table 5,2003,1,234.07,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",19704,CO,7430,0.34,260.67,75,0.06,475,0.15,0.46,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20031318713170319704CO
Table 5,2004,3,92.04,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",19805,AA,35210,0.1,97.74,75,0.22,125,0.33,0.01,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Houston, TX
(29.760803, -95.369506)",20043301943145319805AA
Table 5,1999,2,71.46,34057,34570,"Portland, OR","Reno, NV",19994,QQ,14690,0.31,77.45,75,0.57,150,0.06,0.0007,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",19992340573457019994QQ
Table 5,2005,2,222.67,31295,33342,"Detroit, MI","Milwaukee, WI",19386,NW,19270,0.95,223.85,100,0.06,425,0.05,0.35,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20052312953334219386NW
Table 5,2009,1,87.54,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19393,WN,60160,0.52,92.78,75,0.36,150,0.08,0.002,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20091322113461419393WN
Table 5,1996,1,74.68,32211,34570,"Las Vegas, NV","Reno, NV",19994,QQ,19450,0.37,72.03,75,0.44,100,0.53,0.0031,"Las Vegas, NV
(36.169202, -115.140597)","Reno, NV
(30.177159, -95.162771)",19961322113457019994QQ
Table 5,2000,3,226.35,33342,34100,"Milwaukee, WI","Philadelphia, PA",20314,YX,14430,0.5,233.9,125,0.28,400,0.05,0.07,"Milwaukee, WI
(43.041072, -87.909421)","Philadelphia, PA
(39.951061, -75.16562)",20003333423410020314YX
Table 5,1997,4,230.7,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",20355,US,7100,0.38,214.46,100,0.08,425,0.19,0.29,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",19974316503019820355US
Table 5,2021,2,205.84,30140,33570,"Albuquerque, NM","San Diego, CA",19393,WN,4970,0.3234,192.23,100,0.2213,275,0.0503,0.163,,,20212301403357019393WN
Table 5,2010,3,269.35,31057,30693,"Charlotte, NC","Nashville, TN",20355,US,19530,0.77,295.07,225,0.05,475,0.05,0.01,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)",20103310573069320355US
Table 5,2006,4,92.89,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",19991,HP,175260,0.27,97.61,75,0.35,125,0.34,0.02,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Phoenix, AZ
(30.406931, -87.217578)",20064325753046619991HP
Table 5,2013,3,336.68,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,UA,3740,0.14,318.51,100,0.09,525,0.09,0.45,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20133306473410019977UA
Table 5,2015,3,283.91,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,16370,0.48,287.1,150,0.06,425,0.05,0.03,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20153341003019819805AA
Table 5,2013,2,354.24,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",19790,DL,3220,0.17,359.35,225,0.1,425,0.09,0.02,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20132354123085219790DL
Table 5,2011,1,267.2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19790,DL,24690,0.82,267.72,100,0.06,400,0.06,0.32,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20111331053085219790DL
Table 5,2001,1,317.33,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,9510,0.36,331.33,75,0.05,600,0.07,0.57,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20011331053410020355US
Table 5,2005,3,241.97,31057,30198,"Charlotte, NC","Pittsburgh, PA",20437,FL,1970,0.11,132.39,100,0.11,225,0.07,0.01,"Charlotte, NC
(35.222936, -80.840161)","Pittsburgh, PA
(40.442169, -79.994945)",20053310573019820437FL
Table 5,2005,4,98.86,34570,34614,"Reno, NV","Salt Lake City, UT",19790,DL,10560,0.39,105.82,75,0.16,125,0.41,0.03,"Reno, NV
(30.177159, -95.162771)","Salt Lake City, UT
(40.758478, -111.888142)",20054345703461419790DL
Table 5,2007,4,99.78,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,60710,0.88,90.25,75,0.3,125,0.36,0,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20074345703245719393WN
Table 5,1996,2,245.08,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,33170,0.91,250.27,125,0.16,375,0.23,0.05,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",19962310573410020355US
Table 5,1996,2,77.12,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",19790,DL,5520,0.1,84.22,75,0.37,150,0.05,0.0054,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Little Rock, AR
(34.748745, -92.275105)",19962301943260019790DL
Table 5,2011,4,109.84,33198,33342,"Kansas City, MO","Milwaukee, WI",19393,WN,15930,0.41,107.4,75,0.35,225,0.08,0.0069,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)",20114331983334219393WN
Table 5,2011,4,263.49,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,DL,9400,0.3,200.53,125,0.27,300,0.07,0.05,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20114330443170319790DL
Table 5,2000,2,238.85,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,DL,18460,0.95,239.99,100,0.06,425,0.2,0.4,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charleston, SC
(32.77647, -79.931027)",20002303973099419790DL
